Total Accesses:,3543311,
Frames, Misses, Miss Rate
1,2749502,0.77597
2,2615922,0.738271
3,2479822,0.69986
4,2392756,0.675288
5,2308842,0.651606
6,2204530,0.622167
7,2087408,0.589112
8,2005335,0.565949
9,1943408,0.548472
10,1888530,0.532985
11,1833906,0.517568
12,1778051,0.501805
13,1724703,0.486749
14,1674305,0.472526
15,1626600,0.459062
16,1579865,0.445873
17,1534592,0.433095
18,1490780,0.420731
19,1448453,0.408785
20,1408612,0.397541
21,1370568,0.386804
22,1335448,0.376893
23,1303348,0.367833
24,1273963,0.35954
25,1247759,0.352145
26,1224495,0.345579
27,1204188,0.339848
28,1186048,0.334729
29,1170351,0.330299
30,1156369,0.326353
31,1144176,0.322912
32,1133306,0.319844
33,1123769,0.317152
34,1115121,0.314712
35,1107291,0.312502
36,1100302,0.310529
37,1093885,0.308718
38,1087931,0.307038
39,1082313,0.305452
40,1077102,0.303982
41,1072056,0.302558
42,1067259,0.301204
43,1062695,0.299916
44,1058261,0.298664
45,1054177,0.297512
46,1050122,0.296367
47,1046016,0.295209
48,1042207,0.294134
49,1038491,0.293085
50,1034744,0.292027
51,1031319,0.291061
52,1027931,0.290105
53,1024623,0.289171
54,1021421,0.288267
55,1018187,0.287355
56,1015074,0.286476
57,1012162,0.285654
58,1009256,0.284834
59,1006305,0.284001
60,1003487,0.283206
61,1000695,0.282418
62,998018,0.281663
63,995387,0.28092
64,992822,0.280196
65,990365,0.279503
66,987940,0.278818
67,985622,0.278164
68,983310,0.277512
69,981056,0.276875
70,978830,0.276247
71,976606,0.27562
72,974421,0.275003
73,972236,0.274386
74,970198,0.273811
75,968110,0.273222
76,966055,0.272642
77,964078,0.272084
78,962211,0.271557
79,960279,0.271012
80,958347,0.270467
81,956455,0.269933
82,954621,0.269415
83,952884,0.268925
84,951165,0.26844
85,949410,0.267944
86,947685,0.267457
87,946034,0.266992
88,944437,0.266541
89,942803,0.26608
90,941138,0.26561
91,939518,0.265153
92,937901,0.264696
93,936398,0.264272
94,934849,0.263835
95,933354,0.263413
96,931829,0.262983
97,930389,0.262576
98,928984,0.26218
99,927563,0.261779
100,926101,0.261366
101,924742,0.260982
102,923380,0.260598
103,922091,0.260234
104,920779,0.259864
105,919498,0.259502
106,918228,0.259144
107,917016,0.258802
108,915783,0.258454
109,914584,0.258116
110,913317,0.257758
111,912161,0.257432
112,911001,0.257104
113,909830,0.256774
114,908697,0.256454
115,907529,0.256125
116,906433,0.255815
117,905360,0.255512
118,904363,0.255231
119,903298,0.25493
120,902280,0.254643
121,901258,0.254355
122,900291,0.254082
123,899298,0.253802
124,898269,0.253511
125,897297,0.253237
126,896309,0.252958
127,895304,0.252674
128,894289,0.252388
129,893339,0.25212
130,892414,0.251859
131,891443,0.251585
132,890495,0.251317
133,889580,0.251059
134,888646,0.250795
135,887675,0.250521
136,886771,0.250266
137,885788,0.249989
138,884825,0.249717
139,883851,0.249442
140,882930,0.249182
141,882066,0.248938
142,881146,0.248679
143,880201,0.248412
144,879318,0.248163
145,878446,0.247917
146,877581,0.247673
147,876724,0.247431
148,875876,0.247191
149,874987,0.246941
150,874107,0.246692
151,873264,0.246454
152,872486,0.246235
153,871654,0.246
154,870815,0.245763
155,870022,0.245539
156,869164,0.245297
157,868347,0.245067
158,867466,0.244818
159,866664,0.244592
160,865884,0.244371
161,865117,0.244155
162,864332,0.243933
163,863531,0.243707
164,862757,0.243489
165,861938,0.243258
166,861155,0.243037
167,860361,0.242813
168,859580,0.242592
169,858815,0.242376
170,858029,0.242155
171,857216,0.241925
172,856430,0.241703
173,855681,0.241492
174,854893,0.24127
175,854064,0.241036
176,853267,0.240811
177,852488,0.240591
178,851728,0.240376
179,850939,0.240154
180,850160,0.239934
181,849352,0.239706
182,848533,0.239475
183,847698,0.239239
184,846864,0.239004
185,845967,0.23875
186,845078,0.2385
187,844231,0.23826
188,843366,0.238016
189,842434,0.237753
190,841506,0.237491
191,840546,0.23722
192,839638,0.236964
193,838709,0.236702
194,837808,0.236448
195,836888,0.236188
196,836007,0.235939
197,835120,0.235689
198,834223,0.235436
199,833323,0.235182
200,832497,0.234949
201,831690,0.234721
202,830789,0.234467
203,829992,0.234242
204,829187,0.234015
205,828361,0.233782
206,827563,0.233556
207,826747,0.233326
208,825982,0.23311
209,825188,0.232886
210,824387,0.23266
211,823665,0.232456
212,822916,0.232245
213,822214,0.232047
214,821530,0.231854
215,820822,0.231654
216,820182,0.231473
217,819524,0.231288
218,818852,0.231098
219,818243,0.230926
220,817664,0.230763
221,816966,0.230566
222,816378,0.2304
223,815784,0.230232
224,815151,0.230053
225,814570,0.22989
226,813943,0.229713
227,813333,0.22954
228,812744,0.229374
229,812096,0.229191
230,811502,0.229024
231,810905,0.228855
232,810302,0.228685
233,809729,0.228523
234,809161,0.228363
235,808596,0.228204
236,808036,0.228045
237,807498,0.227894
238,806906,0.227727
239,806339,0.227567
240,805803,0.227415
241,805290,0.22727
242,804751,0.227118
243,804205,0.226964
244,803645,0.226806
245,803101,0.226653
246,802551,0.226497
247,802028,0.22635
248,801517,0.226206
249,800984,0.226055
250,800435,0.2259
251,799916,0.225754
252,799436,0.225618
253,798924,0.225474
